BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,LAST_MOD_DATE,LAST_MOD_TIME,LAST_CERT_DATE,LAST_CERT_TIME,ADDCORR_FLG,ADDCORR_DATE
201301,1,0,201301,31,2359,70555,423699,MINNESOTA,27,2013,January,Drought,Z,94,MOWER,ARX,0,0,0,0,,,Drought Monitor,,20130301,1330,20130313,1110,,
201301,1,0,201301,31,2359,70361,422596,OKLAHOMA,40,2013,January,Drought,Z,67,WAGONER,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422597,OKLAHOMA,40,2013,January,Drought,Z,55,WASHINGTON,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422593,OKLAHOMA,40,2013,January,Drought,Z,61,ROGERS,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422595,OKLAHOMA,40,2013,January,Drought,Z,60,TULSA,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422594,OKLAHOMA,40,2013,January,Drought,Z,72,SEQUOYAH,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422588,OKLAHOMA,40,2013,January,Drought,Z,54,OSAGE,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422587,OKLAHOMA,40,2013,January,Drought,Z,66,OKMULGEE,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422586,OKLAHOMA,40,2013,January,Drought,Z,65,OKFUSKEE,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422576,OKLAHOMA,40,2013,January,Drought,Z,64,CREEK,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422578,OKLAHOMA,40,2013,January,Drought,Z,74,HASKELL,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422577,OKLAHOMA,40,2013,January,Drought,Z,63,DELAWARE,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422572,OKLAHOMA,40,2013,January,Drought,Z,69,ADAIR,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70360,422570,ARKANSAS,5,2013,January,Drought,Z,10,WASHINGTON,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1607,20130329,1817,,
201301,1,0,201301,31,2359,70360,422569,ARKANSAS,5,2013,January,Drought,Z,29,SEBASTIAN,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1607,20130329,1817,,
201301,1,0,201301,31,2359,70360,422568,ARKANSAS,5,2013,January,Drought,Z,11,MADISON,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1607,20130329,1817,,
201301,1,0,201301,31,2359,70360,422567,ARKANSAS,5,2013,January,Drought,Z,20,FRANKLIN,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1607,20130329,1817,,
201301,1,0,201301,31,2359,70360,422566,ARKANSAS,5,2013,January,Drought,Z,19,CRAWFORD,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1607,20130329,1817,,
201301,1,0,201301,31,2359,70829,425484,NEBRASKA,31,2013,January,Drought,Z,35,ARTHUR,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130307,1157,20130307,1446,,
201301,1,0,201301,31,2359,70468,423206,WISCONSIN,55,2013,January,Drought,Z,10,ONEIDA,GRB,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130306,1849,20130312,1433,,
201301,1,0,201301,31,2359,70555,423695,MINNESOTA,27,2013,January,Drought,Z,86,DODGE,ARX,0,0,0,0,,,Drought Monitor,,20130306,2021,20130313,1110,,
201301,1,0,201301,31,2359,70551,423669,IOWA,19,2013,January,Drought,Z,18,FLOYD,ARX,0,0,0,0,,,Drought Monitor,,20130306,2020,20130313,1110,,
201301,1,0,201301,31,2359,70468,423207,WISCONSIN,55,2013,January,Drought,Z,18,LINCOLN,GRB,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130306,1849,20130312,1433,,
201301,1,0,201301,31,2359,70468,423205,WISCONSIN,55,2013,January,Drought,Z,5,VILAS,GRB,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130306,1848,20130312,1433,,
201301,1,0,201301,31,2359,70533,423570,ARKANSAS,5,2013,January,Flood,C,147,WOODRUFF,LZK,0,0,0,0,2.00K,0.00K,River/Stream Gage,,20130304,1409,20130304,1420,,
201301,1,0,201301,29,559,70464,423201,ARKANSAS,5,2013,January,Drought,Z,53,CLARK,LZK,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130304,1405,20130304,1420,,
201301,1,0,201301,29,559,70464,423200,ARKANSAS,5,2013,January,Drought,Z,54,HOT SPRING,LZK,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130304,1404,20130304,1420,,
201301,1,0,201301,29,559,70464,423203,ARKANSAS,5,2013,January,Drought,Z,31,CONWAY,LZK,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130304,1405,20130304,1420,,
201301,1,0,201301,29,559,70464,423199,ARKANSAS,5,2013,January,Drought,Z,43,SALINE,LZK,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130304,1404,20130304,1420,,
201301,1,0,201301,29,559,70464,423190,ARKANSAS,5,2013,January,Drought,Z,32,FAULKNER,LZK,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130304,1403,20130304,1420,,
201301,1,0,201301,15,559,70464,423181,ARKANSAS,5,2013,January,Drought,Z,16,INDEPENDENCE,LZK,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130304,1402,20130304,1420,,
201301,1,0,201301,29,559,70464,423198,ARKANSAS,5,2013,January,Drought,Z,42,GARLAND,LZK,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130304,1404,20130304,1420,,
201301,1,0,201301,29,559,70464,423197,ARKANSAS,5,2013,January,Drought,Z,39,PERRY,LZK,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130304,1403,20130304,1420,,
201301,1,0,201301,22,559,70464,423179,ARKANSAS,5,2013,January,Drought,Z,24,CLEBURNE,LZK,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130304,1401,20130304,1420,,
201301,1,0,201301,31,2359,70464,423173,ARKANSAS,5,2013,January,Drought,Z,12,NEWTON,LZK,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130304,1401,20130304,1420,,
201301,1,0,201301,15,559,70464,423171,ARKANSAS,5,2013,January,Drought,Z,14,STONE,LZK,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130304,1401,20130304,1420,,
201301,1,0,201301,15,559,70464,423169,ARKANSAS,5,2013,January,Drought,Z,7,SHARP,LZK,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130304,1401,20130304,1420,,
201301,1,0,201301,22,559,70464,423168,ARKANSAS,5,2013,January,Drought,Z,6,FULTON,LZK,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130304,1400,20130304,1420,,
201301,1,0,201301,22,559,70464,423164,ARKANSAS,5,2013,January,Drought,Z,15,IZARD,LZK,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130304,1400,20130304,1420,,
201301,1,0,201301,31,2359,71122,427515,MINNESOTA,27,2013,January,Drought,Z,37,SOUTHERN ST. LOUIS / CARLTON,DLH,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130301,2032,20130329,848,,
201301,1,0,201301,31,2359,71122,427514,MINNESOTA,27,2013,January,Drought,Z,26,SOUTHERN ITASCA,DLH,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130301,2032,20130329,848,,
201301,1,0,201301,31,2359,71122,427510,MINNESOTA,27,2013,January,Drought,Z,11,NORTHERN ST. LOUIS,DLH,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130301,2032,20130329,848,,
201301,1,0,201301,31,2359,71122,427509,MINNESOTA,27,2013,January,Drought,Z,18,NORTHERN ITASCA,DLH,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130301,2032,20130329,848,,
201301,1,0,201301,31,2359,71122,427513,MINNESOTA,27,2013,January,Drought,Z,33,SOUTHERN CASS,DLH,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130301,2032,20130329,848,,
201301,1,0,201301,31,2359,71122,427512,MINNESOTA,27,2013,January,Drought,Z,36,SOUTHERN AITKIN,DLH,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130301,2032,20130329,848,,
201301,1,0,201301,31,2359,71122,427511,MINNESOTA,27,2013,January,Drought,Z,38,PINE,DLH,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130301,2032,20130329,848,,
201301,1,0,201301,31,2359,71122,427508,MINNESOTA,27,2013,January,Drought,Z,25,NORTHERN CASS,DLH,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130301,2032,20130329,848,,
201301,1,0,201301,31,2359,71122,427507,MINNESOTA,27,2013,January,Drought,Z,35,NORTHERN AITKIN,DLH,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130301,2032,20130329,848,,
201301,1,0,201301,31,2359,71122,427506,MINNESOTA,27,2013,January,Drought,Z,10,KOOCHICHING,DLH,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130301,2032,20130329,848,,
201301,1,0,201301,31,2359,71122,427505,MINNESOTA,27,2013,January,Drought,Z,34,CROW WING,DLH,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130301,2032,20130329,848,,
201301,1,0,201301,31,2359,71122,427504,MINNESOTA,27,2013,January,Drought,Z,19,CENTRAL ST. LOUIS,DLH,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130301,2032,20130329,848,,
201301,1,0,201301,31,2359,70555,423702,MINNESOTA,27,2013,January,Drought,Z,88,WINONA,ARX,0,0,0,0,,,Drought Monitor,,20130301,1330,20130313,1110,,
201301,1,0,201301,31,2359,70555,423701,MINNESOTA,27,2013,January,Drought,Z,79,WABASHA,ARX,0,0,0,0,,,Drought Monitor,,20130301,1330,20130313,1110,,
201301,1,0,201301,31,2359,70555,423700,MINNESOTA,27,2013,January,Drought,Z,87,OLMSTED,ARX,0,0,0,0,,,Drought Monitor,,20130301,1330,20130313,1110,,
201301,1,0,201301,31,2359,70555,423697,MINNESOTA,27,2013,January,Drought,Z,95,FILLMORE,ARX,0,0,0,0,,,Drought Monitor,,20130301,1330,20130313,1110,,
201301,1,0,201301,31,2359,70551,423671,IOWA,19,2013,January,Drought,Z,8,MITCHELL,ARX,0,0,0,0,,,Drought Monitor,,20130301,1327,20130313,1110,,
201301,1,0,201301,31,2359,70551,423670,IOWA,19,2013,January,Drought,Z,9,HOWARD,ARX,0,0,0,0,,,Drought Monitor,,20130301,1327,20130313,1110,,
201301,1,0,201301,31,2359,70361,422592,OKLAHOMA,40,2013,January,Drought,Z,49,PUSHMATAHA,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422591,OKLAHOMA,40,2013,January,Drought,Z,73,PITTSBURG,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422590,OKLAHOMA,40,2013,January,Drought,Z,59,PAWNEE,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422585,OKLAHOMA,40,2013,January,Drought,Z,56,NOWATA,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422583,OKLAHOMA,40,2013,January,Drought,Z,70,MUSKOGEE,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422582,OKLAHOMA,40,2013,January,Drought,Z,71,MCINTOSH,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422589,OKLAHOMA,40,2013,January,Drought,Z,58,OTTAWA,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422579,OKLAHOMA,40,2013,January,Drought,Z,75,LATIMER,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422581,OKLAHOMA,40,2013,January,Drought,Z,62,MAYES,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422580,OKLAHOMA,40,2013,January,Drought,Z,76,LE FLORE,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422573,OKLAHOMA,40,2013,January,Drought,Z,68,CHEROKEE,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422575,OKLAHOMA,40,2013,January,Drought,Z,57,CRAIG,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70361,422574,OKLAHOMA,40,2013,January,Drought,Z,53,CHOCTAW,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1614,20130329,1817,,
201301,1,0,201301,31,2359,70360,422565,ARKANSAS,5,2013,January,Drought,Z,2,CARROLL,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1607,20130329,1817,,
201301,1,0,201301,31,2359,70360,422564,ARKANSAS,5,2013,January,Drought,Z,1,BENTON,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130227,1607,20130329,1817,,
201301,1,0,201301,31,2359,71342,428911,SOUTH DAKOTA,46,2013,January,Drought,Z,56,MOODY,FSD,0,0,0,0,,,Drought Monitor,,20130312,1621,20130412,1432,,
201301,1,0,201301,31,2359,71423,429444,NEBRASKA,31,2013,January,Drought,Z,64,YORK,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,2010,20130328,1228,,
201301,1,0,201301,31,2359,71423,429443,NEBRASKA,31,2013,January,Drought,Z,85,WEBSTER,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,2010,20130328,1228,,
201301,1,0,201301,31,2359,71466,429874,KANSAS,20,2013,January,Drought,Z,52,MARION,ICT,0,0,0,0,,,Drought Monitor,,20130320,1834,20130415,1457,,
201301,1,0,201301,31,2359,71466,429873,KANSAS,20,2013,January,Drought,Z,69,BUTLER,ICT,0,0,0,0,,,Drought Monitor,,20130320,1834,20130415,1457,,
201301,1,0,201301,31,2359,71466,429872,KANSAS,20,2013,January,Drought,Z,68,HARVEY,ICT,0,0,0,0,,,Drought Monitor,,20130320,1834,20130415,1457,,
201301,1,0,201301,31,2359,71425,429485,SOUTH DAKOTA,46,2013,January,Drought,Z,9,WALWORTH,ABR,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130318,1145,20130328,850,,
201301,1,0,201301,31,2359,71425,429466,SOUTH DAKOTA,46,2013,January,Drought,Z,3,CORSON,ABR,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130318,1145,20130328,850,,
201301,1,0,201301,31,2359,71425,429465,SOUTH DAKOTA,46,2013,January,Drought,Z,20,CODINGTON,ABR,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130318,1145,20130328,850,,
201301,1,0,201301,31,2359,71425,429464,SOUTH DAKOTA,46,2013,January,Drought,Z,19,CLARK,ABR,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130318,1145,20130328,850,,
201301,1,0,201301,31,2359,71425,429463,SOUTH DAKOTA,46,2013,January,Drought,Z,4,CAMPBELL,ABR,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130318,1145,20130328,850,,
201301,1,0,201301,31,2359,70672,429223,TEXAS,48,2013,January,Drought,Z,158,BELL,FWD,0,0,0,0,0.00K,3.00K,Drought Monitor,,20130314,2057,20130326,1138,,
201301,1,0,201301,13,2359,70672,429222,TEXAS,48,2013,January,Drought,Z,162,LEON,FWD,0,0,0,0,0.00K,1.00K,Drought Monitor,,20130314,2057,20130326,1138,,
201301,1,0,201301,31,2359,70672,429213,TEXAS,48,2013,January,Drought,Z,102,WISE,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,20130314,2057,20130326,1138,,
201301,1,0,201301,31,2359,70672,429211,TEXAS,48,2013,January,Drought,Z,120,ROCKWALL,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,20130314,2057,20130326,1138,,
201301,1,0,201301,31,2359,70672,429210,TEXAS,48,2013,January,Drought,Z,117,PARKER,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,20130314,2057,20130326,1138,,
201301,1,0,201301,31,2359,70672,429208,TEXAS,48,2013,January,Drought,Z,174,MILAM,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,20130314,2057,20130326,1138,,
201301,1,0,201301,31,2359,70672,429196,TEXAS,48,2013,January,Drought,Z,160,FALLS,FWD,0,0,0,0,0.00K,3.00K,Drought Monitor,,20130314,2057,20130326,1138,,
201301,1,0,201301,31,2359,70672,429194,TEXAS,48,2013,January,Drought,Z,103,DENTON,FWD,0,0,0,0,0.00K,3.00K,Drought Monitor,,20130314,2057,20130326,1138,,
201301,1,0,201301,31,2359,70672,429193,TEXAS,48,2013,January,Drought,Z,106,DELTA,FWD,0,0,0,0,0.00K,3.00K,Drought Monitor,,20130314,2057,20130326,1138,,
201301,1,0,201301,31,2359,70672,429191,TEXAS,48,2013,January,Drought,Z,104,COLLIN,FWD,0,0,0,0,0.00K,3.00K,Drought Monitor,,20130314,2057,20130326,1138,,
201301,1,0,201301,31,2359,70672,429184,TEXAS,48,2013,January,Drought,Z,92,COOKE,FWD,0,0,0,0,0.00K,4.00K,Drought Monitor,,20130314,2057,20130326,1138,,
201301,1,0,201301,31,2359,70672,429182,TEXAS,48,2013,January,Drought,Z,132,SOMERVELL,FWD,0,0,0,0,0.00K,6.00K,Drought Monitor,,20130314,2057,20130326,1138,,
201301,1,0,201301,31,2359,70672,429181,TEXAS,48,2013,January,Drought,Z,145,HILL,FWD,0,0,0,0,0.00K,6.00K,Drought Monitor,,20130314,2057,20130326,1138,,
201301,1,0,201301,31,2359,70672,429180,TEXAS,48,2013,January,Drought,Z,144,BOSQUE,FWD,0,0,0,0,0.00K,6.00K,Drought Monitor,,20130314,2057,20130326,1138,,
201301,1,0,201301,31,2359,71342,428893,SOUTH DAKOTA,46,2013,January,Drought,Z,58,AURORA,FSD,0,0,0,0,,,Drought Monitor,,20130312,1618,20130412,1432,,
201301,1,100,201301,31,2359,71602,430839,TEXAS,48,2013,January,Drought,Z,242,KLEBERG,CRP,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130326,1739,20130327,1016,,
201301,1,100,201301,31,2359,71602,430838,TEXAS,48,2013,January,Drought,Z,244,SAN PATRICIO,CRP,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130326,1739,20130327,1016,,
201301,1,0,201301,31,2359,71466,429969,KANSAS,20,2013,January,Drought,Z,99,MONTGOMERY,ICT,0,0,0,0,,,Drought Monitor,,20130320,1819,20130415,1457,,
201301,1,0,201301,31,2359,71466,429937,KANSAS,20,2013,January,Drought,Z,95,WILSON,ICT,0,0,0,0,,,Drought Monitor,,20130320,1819,20130415,1457,,
201301,1,0,201301,31,2359,71466,429946,KANSAS,20,2013,January,Drought,Z,100,LABETTE,ICT,0,0,0,0,,,Drought Monitor,,20130320,1819,20130415,1457,,
201301,1,0,201301,31,2359,71466,429942,KANSAS,20,2013,January,Drought,Z,96,NEOSHO,ICT,0,0,0,0,,,Drought Monitor,,20130320,1819,20130415,1457,,
201301,1,0,201301,31,2359,71423,429442,NEBRASKA,31,2013,January,Drought,Z,39,VALLEY,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,2010,20130328,1228,,
201301,1,0,201301,31,2359,71423,429441,NEBRASKA,31,2013,January,Drought,Z,87,THAYER,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,2010,20130328,1228,,
201301,1,0,201301,31,2359,71423,429440,NEBRASKA,31,2013,January,Drought,Z,46,SHERMAN,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,2010,20130328,1228,,
201301,1,0,201301,31,2359,71423,429439,NEBRASKA,31,2013,January,Drought,Z,49,POLK,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,2010,20130328,1228,,
201301,1,0,201301,31,2359,71423,429438,NEBRASKA,31,2013,January,Drought,Z,73,PHELPS,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,2010,20130328,1228,,
201301,1,0,201301,31,2359,71423,429437,NEBRASKA,31,2013,January,Drought,Z,86,NUCKOLLS,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,2010,20130328,1228,,
201301,1,0,201301,31,2359,71423,429436,NEBRASKA,31,2013,January,Drought,Z,41,NANCE,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,2010,20130328,1228,,
201301,1,0,201301,31,2359,71423,429431,NEBRASKA,31,2013,January,Drought,Z,83,HARLAN,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,2010,20130328,1228,,
201301,1,0,201301,31,2359,71423,429435,NEBRASKA,31,2013,January,Drought,Z,48,MERRICK,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,2010,20130328,1228,,
201301,1,0,201301,31,2359,71423,429433,NEBRASKA,31,2013,January,Drought,Z,74,KEARNEY,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,2010,20130328,1228,,
201301,1,0,201301,31,2359,71423,429432,NEBRASKA,31,2013,January,Drought,Z,47,HOWARD,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,2010,20130328,1228,,
201301,1,0,201301,31,2359,71424,429450,KANSAS,20,2013,January,Drought,Z,6,SMITH,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,1912,20130328,1228,,
201301,1,0,201301,31,2359,71424,429449,KANSAS,20,2013,January,Drought,Z,17,ROOKS,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,1912,20130328,1228,,
201301,1,0,201301,31,2359,71424,429447,KANSAS,20,2013,January,Drought,Z,18,OSBORNE,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,1912,20130328,1228,,
201301,1,0,201301,31,2359,71424,429448,KANSAS,20,2013,January,Drought,Z,5,PHILLIPS,GID,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,1912,20130328,1228,,
201301,1,0,201301,31,2359,70654,428787,MISSOURI,29,2013,January,Drought,Z,15,GRUNDY,EAX,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,1223,20130321,1725,,
201301,1,0,201301,31,2359,70654,428794,MISSOURI,29,2013,January,Drought,Z,37,JACKSON,EAX,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,1223,20130321,1725,,
201301,1,0,201301,31,2359,70654,428793,MISSOURI,29,2013,January,Drought,Z,11,HOLT,EAX,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,1223,20130321,1725,,
201301,1,0,201301,31,2359,70654,428789,MISSOURI,29,2013,January,Drought,Z,54,HENRY,EAX,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,1223,20130321,1725,,
201301,1,0,201301,31,2359,70654,428788,MISSOURI,29,2013,January,Drought,Z,5,HARRISON,EAX,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130320,1223,20130321,1725,,
201301,1,0,201301,31,2359,71425,429483,SOUTH DAKOTA,46,2013,January,Drought,Z,34,SULLY,ABR,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130318,1145,20130328,850,,
